"GeneSymbol","Name","NCBI_Entrez_ID","HGNC_ID","Ensembl_Gene","Ensembl_Nucleotide","Ensembl_Protein","RefSeq_Nucleotide","RefSeq_Protein","Database","Uniprot_ID"
"ZNF717","zinc finger protein 717",100131827,"HGNC:29448","ENSG00000227124.11","ENST00000652011.2","ENSP00000498738.1","NM_001290208.3","NP_001277137.1","MANE Select","Q9BY31;E5RKB3;C9J8I7;C9J5W8;C9JVC3"
"ZNF718","zinc finger protein 718",255403,"HGNC:26889","ENSG00000250312.8","ENST00000510175.6","ENSP00000480556.1","NM_001039127.6","NP_001034216.2","MANE Select","Q3SXZ3;A0A2R8Y4V3"
"ZNF721","zinc finger protein 721",170960,"HGNC:29425","ENSG00000182903.16","ENST00000511833.3","ENSP00000428878.1","NM_133474.4","NP_597731.2","MANE Select","Q8TF20;B4E159;E5RGH0;D6RGC2"
"ZNF722","zinc finger protein 722",100419780,"HGNC:22571","ENSG00000241149.4","ENST00000330020.5","ENSP00000492202.1","NM_001396012.1","NP_001382941.1","MANE Select","A0A1W2PQL4"
"ZNF723","zinc finger protein 723",646864,"HGNC:32286","ENSG00000268696.3","ENST00000600766.3","ENSP00000494306.1","NM_001349726.2","NP_001336655.1","MANE Select","P0DPD5"
"ZNF724","zinc finger protein 724",440519,"HGNC:32460","ENSG00000196081.10","ENST00000418100.6","ENSP00000413411.2","NM_001355404.2","NP_001342333.1","MANE Select","A8MTY0;M0R0Z7;M0R3J2"
"ZNF726","zinc finger protein 726",730087,"HGNC:32462","ENSG00000213967.12","ENST00000594466.6","ENSP00000471516.1","NM_001244038.2","NP_001230967.1","MANE Select","A6NNF4;F1T0F3;E9PLI7;J3KNQ9;A0A8I5GK09"
"ZNF727","zinc finger protein 727",442319,"HGNC:22785","ENSG00000214652.6","ENST00000456806.3","ENSP00000485448.1","NM_001159522.3","NP_001152994.1","MANE Select","A8MUV8"
"ZNF728","zinc finger protein 728",388523,"HGNC:32463","ENSG00000269067.2","ENST00000594710.2","ENSP00000471593.1","NM_001267716.2","NP_001254645.1","MANE Select","P0DKX0"
"ZNF729","zinc finger protein 729",100287226,"HGNC:32464","ENSG00000196350.9","ENST00000601693.2","ENSP00000469582.1","NM_001242680.2","NP_001229609.1","MANE Select","A6NN14"
"ZNF730","zinc finger protein 730",100129543,"HGNC:32470","ENSG00000183850.14","ENST00000597761.7","ENSP00000472959.1","NM_001277403.2","NP_001264332.1","MANE Select","Q6ZMV8;M0QYI4"
"ZNF732","zinc finger protein 732",654254,"HGNC:37138","ENSG00000186777.12","ENST00000419098.6","ENSP00000415774.1","NM_001137608.3","NP_001131080.1","MANE Select","B4DXR9;A0A087WTY0"
"ZNF735","zinc finger protein 735",730291,"HGNC:32466","ENSG00000223614.6","ENST00000429565.5","ENSP00000485547.1","NM_001159524.1","NP_001152996.1","MANE Select","P0CB33"
"ZNF736","zinc finger protein 736",728927,"HGNC:32467","ENSG00000234444.10","ENST00000423484.3","ENSP00000400852.1","NM_001170905.3","NP_001164376.1","MANE Select","B4DX44"
"ZNF737","zinc finger protein 737",100129842,"HGNC:32468","ENSG00000237440.9","ENST00000427401.9","ENSP00000395733.3","NM_001159293.2","NP_001152765.1","MANE Select","O75373;M0R1M3;M0R1D1;M0QZS4"
"ZNF738","zinc finger protein 738",148203,"HGNC:32469","ENSG00000172687.14","ENST00000683779.1","ENSP00000507366.1","NM_001355237.2","NP_001342166.1","MANE Select","Q8NE65;E9PE46;M0R0N2;A0A804HJ59;M0R024;M0R3I0"
"ZNF74","zinc finger protein 74",7625,"HGNC:13144","ENSG00000185252.19","ENST00000400451.7","ENSP00000383301.2","NM_003426.4","NP_003417.2","MANE Select","Q16587;C9J3V1;F8WDT0;B5MDQ6"
"ZNF740","zinc finger protein 740",283337,"HGNC:27465","ENSG00000139651.11","ENST00000416904.5","ENSP00000409463.2","NM_001004304.4","NP_001004304.1","MANE Select","Q8NDX6"
"ZNF746","zinc finger protein 746",155061,"HGNC:21948","ENSG00000181220.18","ENST00000458143.7","ENSP00000395007.3","NM_001394198.1","NP_001381127.1","MANE Select","Q6NUN9;A0A8J9FQ52;C9JNZ9;A0A2R8YDQ5"
"ZNF747","zinc finger protein 747",65988,"HGNC:28350","ENSG00000169955.8","ENST00000693075.1","ENSP00000509633.1","NM_001305018.2","NP_001291947.1","MANE Select","Q9BV97;A0A024QZG5;A0A8I5KWK6"
"ZNF749","zinc finger protein 749",388567,"HGNC:32783","ENSG00000186230.7","ENST00000334181.5","ENSP00000333980.4","NM_001023561.4","NP_001018855.2","MANE Select","O43361;C9J756"
"ZNF750","zinc finger protein 750",79755,"HGNC:25843","ENSG00000141579.7","ENST00000269394.4","ENSP00000269394.3","NM_024702.3","NP_078978.2","MANE Select","Q32MQ0;I3L0W7"
"ZNF75A","zinc finger protein 75a",7627,"HGNC:13146","ENSG00000162086.16","ENST00000669516.2","ENSP00000499415.1","NM_001302109.2","NP_001289038.1","MANE Select","Q86V93;Q96N20;A0A590UJ20;A0A590UJE0"
"ZNF75D","zinc finger protein 75D",7626,"HGNC:13145","ENSG00000186376.15","ENST00000370766.8","ENSP00000359802.3","NM_007131.5","NP_009062.2","MANE Select","P51815"
"ZNF76","zinc finger protein 76",7629,"HGNC:13149","ENSG00000065029.15","ENST00000373953.8","ENSP00000363064.3","NM_003427.5","NP_003418.2","MANE Select","A0A024RCU3;A0A024RCW5;P36508;F8W971;E7EX64"
"ZNF761","zinc finger protein 761",388561,"HGNC:23179","ENSG00000160336.17","ENST00000684525.1","ENSP00000507666.1","NM_001289951.2","NP_001276880.1","MANE Select","Q86XN6;Q6IQ01;A0A087WXU7;A0A494C1D2"
"ZNF763","zinc finger protein 763",284390,"HGNC:27614","ENSG00000197054.12","ENST00000358987.8","ENSP00000402017.1","NM_001367172.2","NP_001354101.1","MANE Select","Q0D2J5;K7EJF3;K7ESF6;K7EJ80"
"ZNF764","zinc finger protein 764",92595,"HGNC:28200","ENSG00000169951.10","ENST00000395091.3","ENSP00000378526.2","NM_001172679.2","NP_001166150.1","MANE Select","Q96H86;A0A024QZB2"
"ZNF765","zinc finger protein 765",91661,"HGNC:25092","ENSG00000196417.13","ENST00000396408.8","ENSP00000379689.3","NM_001040185.3","NP_001035275.1","MANE Select","Q7L2R6;A0A024R4L8;E9PDE6;D6RF03"
"ZNF766","zinc finger protein 766",90321,"HGNC:28063","ENSG00000196214.11","ENST00000439461.6","ENSP00000409652.1","NM_001010851.3","NP_001010851.1","MANE Select","Q5HY98;G3XAE0;A0A0B4J2B2;M0R139;M0R2R1;M0R2P3;M0R1P9;M0QXI4"
"ZNF768","zinc finger protein 768",79724,"HGNC:26273","ENSG00000169957.10","ENST00000380412.7","ENSP00000369777.5","NM_024671.4","NP_078947.3","MANE Select","Q9H5H4;A0A024QZC8;H3BS42"
"ZNF77","zinc finger protein 77",58492,"HGNC:13150","ENSG00000175691.9","ENST00000314531.5","ENSP00000319053.3","NM_021217.3","NP_067040.1","MANE Select","Q15935"
"ZNF770","zinc finger protein 770",54989,"HGNC:26061","ENSG00000198146.4","ENST00000356321.4","ENSP00000348673.4","NM_014106.4","NP_054825.2","MANE Select","Q6IQ21;H0YM59"
"ZNF771","zinc finger protein 771",51333,"HGNC:29653","ENSG00000179965.12","ENST00000319296.10","ENSP00000323945.5","NM_001142305.2","NP_001135777.1","MANE Select","Q7L3S4;H3BRY2;I3L3L5"
"ZNF772","zinc finger protein 772",400720,"HGNC:33106","ENSG00000197128.13","ENST00000356584.8","ENSP00000348992.3","NM_001144068.2","NP_001137540.1","MANE Select","Q68DY9;C9JFF8;M0R156;C9J1S5;M0R084;A0A087WTB1"
"ZNF773","zinc finger protein 773",374928,"HGNC:30487","ENSG00000152439.13","ENST00000282292.9","ENSP00000282292.3","NM_198542.3","NP_940944.1","MANE Select","M0QX16;Q6PK81;M0QYZ8"
"ZNF774","zinc finger protein 774",342132,"HGNC:33108","ENSG00000196391.11","ENST00000354377.8","ENSP00000346348.3","NM_001004309.3","NP_001004309.2","MANE Select","Q6NX45;H0YLG8;E7EQ77;H0YNW6"
"ZNF775","zinc finger protein 775",285971,"HGNC:28501","ENSG00000196456.13","ENST00000329630.10","ENSP00000330838.5","NM_173680.4","NP_775951.2","MANE Select","Q96BV0;C9JVG2;C9JAM7"
"ZNF776","zinc finger protein 776",284309,"HGNC:26765","ENSG00000152443.13","ENST00000317178.10","ENSP00000321812.5","NM_173632.4","NP_775903.3","MANE Select","Q68DI1;C9J7N9"
"ZNF777","zinc finger protein 777",27153,"HGNC:22213","ENSG00000196453.8","ENST00000247930.5","ENSP00000247930.4","NM_015694.3","NP_056509.2","MANE Select","Q9ULD5"
"ZNF778","zinc finger protein 778",197320,"HGNC:26479","ENSG00000170100.14","ENST00000433976.7","ENSP00000405289.3","NM_001201407.2","NP_001188336.1","MANE Select","Q96MU6;H3BUU4;A0A0A0MSW5;H3BSD4"
"ZNF780A","zinc finger protein 780A",284323,"HGNC:27603","ENSG00000197782.15","ENST00000683561.1","ENSP00000506741.1","NM_001142578.2","NP_001136050.1","MANE Select","A0A075B7B0;A0A075B796;O75290;M0QYL2;A0A075B791;M0QXV4;A0A0C4DG08"
"ZNF780B","zinc finger protein 780B",163131,"HGNC:33109","ENSG00000128000.17","ENST00000434248.6","ENSP00000391641.1","NM_001005851.3","NP_001005851.1","MANE Select","Q9Y6R6;C9JTJ1;M0R0W9;M0R168;A0A024R0P7"
"ZNF782","zinc finger protein 782",158431,"HGNC:33110","ENSG00000196597.13","ENST00000481138.6","ENSP00000419397.1","NM_001001662.3","NP_001001662.1","MANE Select","Q6ZMW2;C9J9Y8;F8WEU9"
"ZNF783","zinc finger protein 783",100289678,"HGNC:27222","ENSG00000204946.10","ENST00000434415.6","ENSP00000410890.1","NM_001195220.2","NP_001182149.1","MANE Select","Q6ZMS7"
"ZNF784","zinc finger protein 784",147808,"HGNC:33111","ENSG00000179922.6","ENST00000325351.5","ENSP00000320096.2","NM_203374.2","NP_976308.1","MANE Select","Q8NCA9;K7EQ92"
"ZNF785","zinc finger protein 785",146540,"HGNC:26496","ENSG00000197162.10","ENST00000395216.3","ENSP00000378642.2","NM_152458.7","NP_689671.2","MANE Select","A8K8V0;I3L119;A0A024QZC7"
"ZNF786","zinc finger protein 786",136051,"HGNC:21806","ENSG00000197362.15","ENST00000491431.2","ENSP00000417470.1","NM_152411.4","NP_689624.2","MANE Select","Q8N393;H7BXP3"
"ZNF787","zinc finger protein 787",126208,"HGNC:26998","ENSG00000142409.6","ENST00000610935.2","ENSP00000478557.1","NM_001002836.4","NP_001002836.2","MANE Select","Q6DD87;M0R0X7;K7EKJ5"
"ZNF789","zinc finger protein 789",285989,"HGNC:27801","ENSG00000198556.14","ENST00000331410.10","ENSP00000331927.5","NM_213603.3","NP_998768.2","MANE Select","Q5FWF6;C9JUE3;C9J487;F8WEN0;C9J3R7"
"ZNF79","zinc finger protein 79",7633,"HGNC:13153","ENSG00000196152.10","ENST00000342483.5","ENSP00000362446.4","NM_007135.3","NP_009066.2","MANE Select","Q15937;F5H032;A0A087X2B0"
"ZNF790","zinc finger protein 790",388536,"HGNC:33114","ENSG00000197863.9","ENST00000356725.9","ENSP00000349161.3","NM_206894.4","NP_996777.2","MANE Select","Q6PG37;E9PRR6;E9PQ03;E9PL27;K7EQ58"
"ZNF791","zinc finger protein 791",163049,"HGNC:26895","ENSG00000173875.14","ENST00000343325.9","ENSP00000342974.4","NM_153358.3","NP_699189.2","MANE Select","Q3KP31;C9JU55;M0R0E8;M0R2N1;M0QYQ0"
"ZNF792","zinc finger protein 792",126375,"HGNC:24751","ENSG00000180884.10","ENST00000404801.2","ENSP00000385099.1","NM_175872.5","NP_787068.3","MANE Select","Q3KQV3;S4R3B8"
"ZNF793","zinc finger protein 793",390927,"HGNC:33115","ENSG00000188227.14","ENST00000627814.3","ENSP00000487183.2","NM_001013659.3","NP_001013681.2","MANE Select","Q6ZN11;K7EQP3;K7EN11;K7EMU0;K7ERJ7"
"ZNF799","zinc finger protein 799",90576,"HGNC:28071","ENSG00000196466.10","ENST00000430385.3","ENSP00000411084.2","NM_001080821.3","NP_001074290.1","MANE Select","Q96GE5;D3YTF2;M0R0E1"
"ZNF8","zinc finger protein 8",7554,"HGNC:13154","ENSG00000278129.2","ENST00000621650.2","ENSP00000477716.1","NM_021089.3","NP_066575.2","MANE Select","P17098"
"ZNF80","zinc finger protein 80",7634,"HGNC:13155","ENSG00000174255.8","ENST00000482457.4","ENSP00000417192.3","NM_007136.4","NP_009067.2","MANE Select","P51504"
"ZNF800","zinc finger protein 800",168850,"HGNC:27267","ENSG00000048405.11","ENST00000265827.8","ENSP00000265827.3","NM_176814.5","NP_789784.2","MANE Select","Q2TB10;C9K0M9;C9JLY3;C9JHX9"
"ZNF804A","zinc finger protein 804A",91752,"HGNC:21711","ENSG00000170396.9","ENST00000302277.7","ENSP00000303252.6","NM_194250.2","NP_919226.1","MANE Select","Q7Z570"
"ZNF804B","zinc finger protein 804B",219578,"HGNC:21958","ENSG00000182348.7","ENST00000333190.5","ENSP00000329638.4","NM_181646.5","NP_857597.1","MANE Select","A4D1E1;A0A087WUA7"
"ZNF805","zinc finger protein 805",390980,"HGNC:23272","ENSG00000204524.7","ENST00000414468.3","ENSP00000412999.1","NM_001023563.4","NP_001018857.2","MANE Select","Q5CZA5"
"ZNF808","zinc finger protein 808",388558,"HGNC:33230","ENSG00000198482.14","ENST00000359798.9","ENSP00000352846.4","NM_001039886.4","NP_001034975.2","MANE Select","Q8N4W9;C9IZE3;C9J871;C9JVX0;C9J0J5"
"ZNF81","zinc finger protein 81",347344,"HGNC:13156","ENSG00000197779.15","ENST00000338637.13","ENSP00000341151.7","NM_007137.5","NP_009068.2","MANE Select","P51508;B1AJV1;B1AJV2"
"ZNF813","zinc finger protein 813",126017,"HGNC:33257","ENSG00000198346.11","ENST00000396403.9","ENSP00000379684.4","NM_001004301.4","NP_001004301.2","MANE Select","Q6ZN06;E7EU70;C9JZ01"
"ZNF814","zinc finger protein 814",730051,"HGNC:33258","ENSG00000204514.11","ENST00000435989.7","ENSP00000410545.1","NM_001144989.2","NP_001138461.1","MANE Select","B7Z6K7;M0R0R0;M0QYL6;M0R066;M0QYA7;M0QZ64;M0QY74;M0QZ45"
"ZNF816","zinc finger protein 816",125893,"HGNC:26995","ENSG00000180257.14","ENST00000444460.7","ENSP00000403266.2","NM_001202457.3","NP_001189386.1","MANE Select","Q0VGE8;M0QZX7;A0A024R4J0;F5GXJ3;I3L0H5;M0QY99;M0R0G1"
"ZNF821","zinc finger protein 821",55565,"HGNC:28043","ENSG00000102984.15","ENST00000425432.6","ENSP00000398089.1","NM_001201552.2","NP_001188481.1","MANE Select","H3BPS7;O75541;A0A0C4DH12;H3BR75;H3BR59;H3BTZ4;A0A087WXX1;H3BQE4;H3BVG7;H3BS68;H3BRD6"
"ZNF823","zinc finger protein 823",55552,"HGNC:30936","ENSG00000197933.13","ENST00000341191.11","ENSP00000340683.5","NM_001080493.4","NP_001073962.1","MANE Select","P16415;C9J2N8;C9JU45;K7EN93"
"ZNF827","zinc finger protein 827",152485,"HGNC:27193","ENSG00000151612.18","ENST00000508784.6","ENSP00000421863.1","NM_001306215.2","NP_001293144.1","MANE Select","Q17R98;G5E9Z1;A0A5F9ZGW8;H0Y9M2;H0Y9K9;A0A494C0H4"
"ZNF829","zinc finger protein 829",374899,"HGNC:34032","ENSG00000185869.15","ENST00000391711.8","ENSP00000429266.1","NM_001037232.4","NP_001032309.2","MANE Select","Q3KNS6"
"ZNF830","zinc finger protein 830",91603,"HGNC:28291","ENSG00000198783.6","ENST00000361952.5","ENSP00000354518.3","NM_052857.4","NP_443089.3","MANE Select","Q96NB3;J3QQQ3"
"ZNF831","zinc finger protein 831",128611,"HGNC:16167","ENSG00000124203.7","ENST00000371030.4","ENSP00000360069.2","NM_178457.3","NP_848552.1","MANE Select","Q5JPB2"
"ZNF835","zinc finger protein 835",90485,"HGNC:34332","ENSG00000127903.14","ENST00000537055.4","ENSP00000444747.1","NM_001005850.3","NP_001005850.2","MANE Select","Q9Y2P0;M0QYX0"
"ZNF836","zinc finger protein 836",162962,"HGNC:34333","ENSG00000196267.14","ENST00000682614.1","ENSP00000507838.1","NM_001102657.3","NP_001096127.1","MANE Select","M0R1N4;Q6ZNA1;M0QZ88;M0QYS4"
"ZNF837","zinc finger protein 837",116412,"HGNC:25164","ENSG00000152475.7","ENST00000597582.2","ENSP00000471478.1","NM_138466.2","NP_612475.1","MANE Select","Q96EG3"
"ZNF839","zinc finger protein 839",55778,"HGNC:20345","ENSG00000022976.16","ENST00000442396.7","ENSP00000399863.2","NM_018335.6","NP_060805.3","MANE Select","A8K0R7;H0YM94;H0YLB6;H0YKY1"
"ZNF84","zinc finger protein 84",7637,"HGNC:13159","ENSG00000198040.11","ENST00000539354.6","ENSP00000445549.1","NM_001289971.2","NP_001276900.1","MANE Select","P51523;F5H6X5;J3KQ53;F5H1B1;F5H1R3;F5H630;F5H0T0;F5H3F5"
"ZNF841","zinc finger protein 841",284371,"HGNC:27611","ENSG00000197608.12","ENST00000594440.6","ENSP00000470100.2","NM_001136499.2","NP_001129971.1","MANE Select","Q6ZN19"
"ZNF843","zinc finger protein 843",283933,"HGNC:28710","ENSG00000176723.10","ENST00000315678.10","ENSP00000322899.5","NM_001136509.3","NP_001129981.1","MANE Select","Q8N446;H3BQN5"
"ZNF844","zinc finger protein 844",284391,"HGNC:25932","ENSG00000223547.10","ENST00000439326.8","ENSP00000392024.3","NM_001136501.3","NP_001129973.1","MANE Select","Q08AG5;F8VS19;F8WE48"
"ZNF845","zinc finger protein 845",91664,"HGNC:25112","ENSG00000213799.13","ENST00000458035.3","ENSP00000388311.1","NM_138374.3","NP_612383.1","MANE Select","Q96IR2"
"ZNF846","zinc finger protein 846",162993,"HGNC:27260","ENSG00000196605.7","ENST00000397902.7","ENSP00000380999.1","NM_001077624.3","NP_001071092.1","MANE Select","Q147U1;K7ELV4;K7EMP9;K7ELQ5;K7EML1"
"ZNF85","zinc finger protein 85",7639,"HGNC:13160","ENSG00000105750.15","ENST00000328178.13","ENSP00000329793.7","NM_003429.5","NP_003420.2","MANE Select","M0R0V3;M0QZ75;Q03923;M0QXL2;Q96HE0;M0QZN6;M0R0J7;Q49A12"
"ZNF850","zinc finger protein 850",342892,"HGNC:27994","ENSG00000267041.6","ENST00000591344.2","ENSP00000464976.1","NM_001193552.2","NP_001180481.1","MANE Select","A8MQ14;K7EJI8;A0A087X0M6"
"ZNF853","zinc finger protein 853",54753,"HGNC:21767","ENSG00000236609.4","ENST00000457543.4","ENSP00000455585.1","NM_017560.3","NP_060030.1","MANE Select","P0CG23"
"ZNF860","zinc finger protein 860",344787,"HGNC:34513","ENSG00000197385.6","ENST00000360311.5","ENSP00000373274.3","NM_001137674.3","NP_001131146.2","MANE Select","A6NHJ4"
"ZNF862","zinc finger protein 862",643641,"HGNC:34519","ENSG00000106479.11","ENST00000223210.5","ENSP00000223210.4","NM_001099220.3","NP_001092690.1","MANE Select","O60290;C9JB70"
"ZNF865","zinc finger protein 865",100507290,"HGNC:38705","ENSG00000261221.4","ENST00000568956.2","ENSP00000457715.1","NM_001195605.2","NP_001182534.1","MANE Select","P0CJ78;A0A0D9SG26"
"ZNF875","zinc finger protein 875",284459,"HGNC:4928","ENSG00000181666.19","ENST00000392153.8","ENSP00000375994.3","NM_001353803.2","NP_001340732.1","MANE Select","P10072;Q7Z6E1;K7EME6;F5H6A5;K7EL36;K7EM51;A0A494C010;K7EL22;K7ES32;K7EMJ9;K7EJS1;K7EL05;K7EMG8;K7ERA5;A0A1B0GXI2;K7EPW3;K7ENA5;K7EQG8"
"ZNF878","zinc finger protein 878",729747,"HGNC:37246","ENSG00000257446.4","ENST00000547628.2","ENSP00000447931.1","NM_001080404.3","NP_001073873.2","MANE Select","C9JN71"
"ZNF879","zinc finger protein 879",345462,"HGNC:37273","ENSG00000234284.7","ENST00000444149.7","ENSP00000414887.2","NM_001136116.3","NP_001129588.1","MANE Select","B4DU55;E5RI37;E5RJY9;E5RGZ8"
"ZNF880","zinc finger protein 880",400713,"HGNC:37249","ENSG00000221923.9","ENST00000422689.3","ENSP00000406318.2","NM_001145434.2","NP_001138906.1","MANE Select","F5H026;Q6PDB4;M0R0M5"
"ZNF888","zinc finger protein 888",388559,"HGNC:38695","ENSG00000213793.6","ENST00000638862.2","ENSP00000491567.1","NM_001393938.1","NP_001380867.1","MANE Select","P0CJ79"
"ZNF891","zinc finger protein 891",101060200,"HGNC:38709","ENSG00000214029.6","ENST00000537226.3","ENSP00000437590.1","NM_001277291.2","NP_001264220.1","MANE Select","A8MT65;A0A494C1V2"
"ZNF90","zinc finger protein 90",7643,"HGNC:13165","ENSG00000213988.11","ENST00000418063.3","ENSP00000410466.2","NM_007138.2","NP_009069.1","MANE Select","Q03938;F8WBQ5;F8WDJ7"
"ZNF91","zinc finger protein 91",7644,"HGNC:13166","ENSG00000167232.14","ENST00000300619.12","ENSP00000300619.6","NM_003430.4","NP_003421.2","MANE Select","Q05481;M0QX31;M0R186"
"ZNF92","zinc finger protein 92",168374,"HGNC:13168","ENSG00000146757.14","ENST00000328747.12","ENSP00000332595.8","NM_152626.4","NP_689839.1","MANE Select","Q03936;C9IZS8;V9HVY7"
"ZNF93","zinc finger protein 93",81931,"HGNC:13169","ENSG00000184635.16","ENST00000343769.6","ENSP00000342002.4","NM_031218.4","NP_112495.2","MANE Select","P35789;K7EPG7;K7EQ36;A0A1W2PNY2;K7EPV7;K7ES58"
"ZNF98","zinc finger protein 98",148198,"HGNC:13174","ENSG00000197360.9","ENST00000357774.9","ENSP00000350418.4","NM_001098626.2","NP_001092096.1","MANE Select","A6NK75;M0R243;M0QZS3;M0QZH9"
"ZNF99","zinc finger protein 99",7652,"HGNC:13175","ENSG00000213973.10","ENST00000596209.4","ENSP00000472969.1","NM_001080409.3","NP_001073878.2","MANE Select","A8MXY4"
"ZNFX1","zinc finger NFX1-type containing 1",57169,"HGNC:29271","ENSG00000124201.15","ENST00000396105.6","ENSP00000379412.1","NM_021035.3","NP_066363.1","MANE Select","Q9P2E3;Q5JXR6;Q5JXR7;Q5JXR5"
"ZNHIT1","zinc finger HIT-type containing 1",10467,"HGNC:21688","ENSG00000106400.12","ENST00000305105.3","ENSP00000304593.2","NM_006349.3","NP_006340.1","MANE Select","O43257"
"ZNHIT2","zinc finger HIT-type containing 2",741,"HGNC:1177","ENSG00000174276.7","ENST00000310597.6","ENSP00000308548.4","NM_014205.4","NP_055020.1","MANE Select","Q9UHR6;E9PQB8"
"ZNHIT3","zinc finger HIT-type containing 3",9326,"HGNC:12309","ENSG00000273611.5","ENST00000617429.5","ENSP00000484687.1","NM_004773.4","NP_004764.1","MANE Select","A0A087WTR0;Q15649;A0A087X1G0;A0A087WY42;A0A087X045;A0A024R0X8"
"ZNHIT6","zinc finger HIT-type containing 6",54680,"HGNC:26089","ENSG00000117174.11","ENST00000370574.4","ENSP00000359606.3","NM_017953.4","NP_060423.3","MANE Select","Q9NWK9"
"ZNRD2","zinc ribbon domain containing 2",10534,"HGNC:11328","ENSG00000173465.8","ENST00000309328.8","ENSP00000312318.3","NM_006396.3","NP_006387.1","MANE Select","O60232;G3V1B8;H0YEB6;E9PK41;E9PN57"
"ZNRF1","zinc and ring finger 1",84937,"HGNC:18452","ENSG00000186187.12","ENST00000335325.9","ENSP00000335091.4","NM_032268.5","NP_115644.1","MANE Select","Q8ND25;H3BRB6;J3KTB9"
"ZNRF2","zinc and ring finger 2",223082,"HGNC:22316","ENSG00000180233.11","ENST00000323037.5","ENSP00000323879.4","NM_147128.4","NP_667339.1","MANE Select","Q8NHG8;A0A090N8Y8"
"ZNRF3","zinc and ring finger 3",84133,"HGNC:18126","ENSG00000183579.16","ENST00000544604.7","ENSP00000443824.2","NM_001206998.2","NP_001193927.1","MANE Select","Q9ULT6"
"ZNRF4","zinc and ring finger 4",148066,"HGNC:17726","ENSG00000105428.6","ENST00000222033.6","ENSP00000222033.4","NM_181710.4","NP_859061.3","MANE Select","Q8WWF5"
"ZP1","zona pellucida glycoprotein 1",22917,"HGNC:13187","ENSG00000149506.12","ENST00000278853.10","ENSP00000278853.5","NM_207341.4","NP_997224.2","MANE Select","P60852;V9HWI9"
"ZP2","zona pellucida glycoprotein 2",7783,"HGNC:13188","ENSG00000103310.11","ENST00000574091.6","ENSP00000458991.2","NM_001376232.1","NP_001363161.1","MANE Select","Q05996"
"ZP3","zona pellucida glycoprotein 3",7784,"HGNC:13189","ENSG00000188372.15","ENST00000394857.8","ENSP00000378326.3","NM_001110354.2","NP_001103824.1","MANE Select","P21754;E9PFI9"
